Clean,PIM046,PIM053,PIM056,PIM068,PIM077,PIM091,PIM137,PIM172,PIM163,PIM164,PIM190,PIM231,PIM242,PIM269,PIM254,PIM311,PIM262,PIM284,PIM300,PIM328,PIM387,PIM402,PIM407,PIM388,PIM393,PIM404,PIM010,PIM014,PIM024,PIM051,PIM025,PIM038,PIM040
U73122_Custom Clinical,0.00,0.11,-0.01,-0.06,-0.16,0.02,0.26,0.18,0.04,-0.02,0.05,0.19,0.04,-0.05,-0.02,0.11,0.19,0.04,0.21,0.03,-0.06,-0.07,-0.04,0.03,0.17,0.05,0.11,0.17,-0.04,0.02,0.07,0.07,0.15
BIBW2992_Custom Clinical,0.35,0.11,0.61,0.53,-0.31,0.02,0.45,0.56,0.50,0.21,0.18,0.35,0.22,0.10,0.13,0.34,0.84,0.65,0.22,0.56,0.17,0.04,0.04,0.49,0.51,0.65,0.18,0.38,0.24,0.41,0.19,0.25,0.36
LE135_Custom Clinical,-0.12,-0.08,0.12,-0.04,-0.07,-0.05,-0.05,-0.04,-0.03,-0.06,0.01,0.05,-0.12,-0.11,-0.11,-0.07,-0.04,-0.05,0.06,-0.01,-0.01,-0.03,-0.03,0.11,0.02,-0.02,0.04,0.00,-0.02,-0.09,0.05,0.06,0.01
TAMOXIFENCITRATE_NCI_Onc_AOD,0.37,0.34,0.21,0.42,0.07,0.15,0.58,0.51,0.29,0.21,0.28,0.37,0.23,0.10,0.26,0.38,0.66,0.48,0.40,0.31,0.20,0.11,0.12,0.21,0.31,0.30,0.28,0.30,0.45,0.66,0.17,0.27,0.35
DOCETAXEL_NCI_Onc_AOD,0.14,0.06,0.68,0.45,-0.04,-0.10,0.23,-0.02,0.40,0.29,0.10,0.05,-0.14,-0.17,-0.07,0.28,0.26,0.33,0.30,0.61,0.38,0.37,0.21,0.31,0.18,0.09,0.06,0.39,0.34,0.33,0.32,0.40,0.35
SIROLIMUS_NCI_Onc_AOD,0.25,0.42,0.24,0.13,-0.17,0.23,0.43,0.26,0.21,0.35,0.12,0.26,0.18,0.15,0.07,0.36,0.32,0.27,0.45,0.42,0.17,0.08,0.07,0.22,0.28,0.29,0.28,0.07,-0.06,0.00,0.39,0.21,0.36
VALRUBICIN_NCI_Onc_AOD,0.04,-0.05,0.21,0.08,0.34,-0.01,0.04,-0.02,0.06,0.19,0.07,0.07,0.07,-0.01,-0.05,-0.01,0.21,-0.07,0.11,0.42,0.14,0.17,0.24,0.27,-0.02,0.06,0.06,0.19,-0.04,-0.14,0.30,0.34,0.09
LOMUSTINE_NCI_Onc_AOD,-0.08,-0.06,0.06,0.00,-0.21,-0.03,0.00,-0.06,-0.02,-0.02,-0.04,0.06,-0.12,-0.10,-0.09,-0.03,-0.12,-0.06,0.01,-0.01,0.00,-0.04,0.00,-0.05,-0.05,-0.08,-0.01,0.01,-0.06,-0.09,0.05,0.06,0.01
NSC625987_Custom Clinical,0.19,0.36,0.13,0.21,-0.05,0.14,0.28,0.08,0.12,0.08,0.15,0.17,0.13,0.11,0.07,0.18,0.16,-0.27,0.37,0.29,0.10,0.16,0.15,0.13,0.25,0.20,0.12,-0.04,-0.22,-0.03,0.11,0.09,0.33
FINGOLIMOD_Custom Clinical,0.05,-0.03,0.14,0.15,-0.14,-0.04,0.11,0.05,0.01,0.06,-0.12,0.03,-0.09,-0.10,0.01,0.16,0.04,0.03,0.06,0.04,0.09,0.03,0.08,-0.06,-0.04,-0.09,0.00,-0.02,-0.10,-0.02,0.08,0.08,0.08
GW441756_Custom Clinical,-0.01,0.34,0.08,0.08,-0.10,0.01,0.12,-0.15,0.06,0.03,0.04,-0.03,-0.10,-0.13,-0.10,0.07,0.07,-0.29,0.16,0.33,0.14,0.14,0.02,0.09,0.22,0.20,-0.01,-0.02,-0.21,-0.18,0.01,0.07,0.14
BMS599626_Custom Clinical,-0.01,-0.01,0.18,0.03,-0.12,-0.01,0.15,0.17,0.09,0.01,-0.06,0.16,-0.01,-0.09,-0.03,0.15,-0.11,-0.17,0.13,0.28,-0.01,-0.05,-0.07,0.13,0.14,0.21,0.07,0.09,-0.22,0.02,0.10,0.02,0.18
ERLOTINIB_Custom Clinical,0.15,0.15,0.40,0.35,-0.13,0.10,0.27,0.39,0.24,-0.05,0.10,0.30,0.19,0.10,0.17,0.35,0.38,0.31,0.17,0.37,0.10,0.07,0.06,0.24,0.35,0.42,0.19,0.17,-0.10,0.09,0.12,0.06,0.39
CARFILZOMIB_NCI_Onc_AOD,-0.05,-0.05,0.34,0.27,0.94,-0.06,0.03,-0.02,0.26,0.29,0.55,0.02,-0.14,-0.18,-0.05,0.02,0.95,0.74,0.95,0.96,0.97,0.86,0.97,0.98,0.92,0.76,0.06,0.04,0.18,0.19,0.36,0.30,0.06
LBH589_Custom Clinical,0.48,0.82,0.84,0.94,0.80,0.64,0.92,0.94,0.88,0.93,0.50,0.74,0.92,0.86,0.43,0.71,0.75,0.65,0.62,0.87,0.59,0.64,0.68,0.86,0.77,0.83,0.75,0.61,0.76,0.83,0.56,0.81,0.81
MGCD0103_Custom Clinical,0.22,0.37,0.41,0.70,0.19,0.27,0.52,0.44,0.54,0.54,0.21,0.43,0.59,0.47,0.19,0.50,0.63,0.40,0.37,0.57,0.37,0.44,0.44,0.42,0.34,0.39,0.54,0.09,0.09,0.39,0.09,0.32,0.70
LY294002_Custom Clinical,-0.02,-0.03,0.08,0.06,-0.15,0.06,0.11,-0.02,0.00,0.01,0.08,0.06,0.02,-0.05,-0.01,0.02,0.06,0.02,0.12,0.12,-0.03,-0.02,-0.06,0.12,0.09,0.17,0.07,0.04,-0.14,-0.02,0.04,0.02,0.14
CYTARABINEHYDROCHLORIDE_NCI_Onc_AOD,0.44,0.31,0.57,0.55,0.43,0.08,0.30,0.17,0.27,0.42,0.16,0.29,0.32,0.37,0.15,0.43,0.07,-0.10,0.21,0.22,0.28,0.31,0.29,0.09,0.11,0.13,0.21,0.27,0.31,0.65,0.10,0.16,0.30
IMATINIB_Custom Clinical,-0.03,-0.06,0.06,-0.07,-0.26,-0.05,0.13,0.02,0.03,-0.01,-0.18,0.07,-0.17,-0.17,-0.05,0.08,-0.09,-0.12,-0.01,0.13,-0.07,-0.08,-0.05,-0.05,-0.10,-0.06,0.00,0.00,-0.02,0.13,-0.04,-0.03,0.04
SD169_Custom Clinical,-0.09,-0.05,0.02,-0.11,-0.13,-0.06,0.01,-0.10,-0.05,-0.02,-0.04,-0.02,-0.15,-0.19,-0.09,-0.02,-0.08,-0.27,0.05,0.19,-0.23,-0.11,-0.07,-0.01,-0.03,-0.03,0.03,-0.03,-0.14,-0.13,-0.07,-0.02,-0.04
GEFITINIB_Custom Clinical,0.06,0.11,0.28,0.16,-0.16,0.05,0.15,0.11,0.10,0.03,-0.02,0.10,0.02,-0.08,0.09,0.20,0.25,0.25,0.11,0.25,0.07,-0.02,0.04,0.03,0.14,0.22,0.05,0.07,-0.15,0.10,0.06,0.05,0.33
GDC0449_Custom Clinical,0.03,0.09,0.12,0.01,-0.22,0.02,0.14,0.06,0.01,0.02,-0.04,0.11,-0.12,-0.12,-0.04,0.09,0.12,-0.01,0.15,0.11,0.04,-0.03,0.03,-0.04,0.02,-0.01,0.06,0.05,0.05,0.09,0.01,0.01,0.15
PD166793_Custom Clinical,-0.07,-0.07,0.03,-0.07,-0.12,-0.04,0.01,-0.09,-0.04,0.01,-0.01,-0.05,-0.17,-0.19,-0.09,-0.01,-0.05,-0.11,0.07,0.05,0.00,-0.01,-0.06,0.02,0.03,-0.02,0.02,-0.03,-0.18,-0.14,-0.04,0.01,0.01
HYPOTHEMYCIN_Custom Clinical,-0.02,0.09,0.35,0.14,-0.07,-0.05,0.08,0.14,0.22,0.24,0.00,0.09,-0.10,-0.12,0.01,0.10,0.27,0.19,0.15,0.44,0.20,0.12,0.12,-0.09,-0.14,-0.11,0.09,0.09,-0.07,0.56,0.09,0.17,0.01
AEG3482_Custom Clinical,-0.05,-0.05,0.09,0.13,-0.23,-0.09,0.04,-0.14,0.04,0.18,0.00,0.01,-0.14,-0.22,-0.07,-0.06,-0.07,0.10,0.01,0.11,-0.04,-0.06,-0.08,0.12,-0.02,0.00,0.05,0.09,0.01,0.05,0.00,0.07,0.00
PIK90_Custom Clinical,-0.05,-0.06,0.06,-0.02,-0.25,-0.02,0.03,-0.04,0.08,-0.03,0.02,0.03,-0.11,-0.12,-0.01,0.02,0.05,0.09,0.03,0.00,-0.01,-0.01,-0.04,0.01,0.05,0.09,0.07,0.02,-0.18,-0.09,0.01,0.00,0.01
MS275_Custom Clinical,0.17,0.22,0.32,0.47,0.09,0.19,0.35,0.33,0.39,0.42,0.07,0.32,0.43,0.24,0.12,0.33,0.44,0.30,0.25,0.46,0.26,0.40,0.42,0.26,0.19,0.32,0.31,0.03,-0.08,0.29,0.13,0.13,0.54
MOTESANIB_Custom Clinical,-0.04,0.02,0.04,-0.04,-0.19,-0.03,0.08,0.02,0.04,0.00,-0.02,0.07,-0.05,-0.08,-0.04,0.01,0.01,0.01,0.05,0.34,0.04,0.08,0.14,0.12,-0.07,-0.02,0.09,0.03,-0.08,-0.09,-0.02,-0.02,0.06
THIOTEPA_NCI_Onc_AOD,0.02,0.01,0.06,0.15,-0.30,-0.04,0.10,-0.03,0.01,0.17,-0.08,-0.01,-0.14,-0.15,0.00,0.07,-0.08,-0.03,0.01,0.16,0.09,0.06,0.07,-0.01,-0.04,-0.08,0.03,0.00,-0.20,-0.07,0.07,0.08,0.03
MELPHALANHYDROCHLORIDE_NCI_Onc_AOD,0.08,0.04,0.17,0.24,0.15,0.00,0.16,0.18,0.23,0.32,-0.04,0.07,0.01,-0.07,0.11,0.20,-0.15,0.05,0.20,0.51,0.12,0.10,0.09,0.23,0.21,0.15,0.14,0.12,0.15,0.18,0.21,0.37,0.20
DR2313_Custom Clinical,-0.02,-0.02,0.01,0.00,-0.04,-0.03,0.13,0.00,-0.03,0.02,0.04,0.04,-0.11,-0.11,-0.02,0.06,-0.19,-0.12,0.13,0.07,-0.01,-0.03,0.06,-0.02,0.06,0.04,0.04,0.04,-0.14,-0.10,-0.01,0.03,0.04
PIK75_Custom Clinical,0.18,-0.07,0.80,0.63,0.75,-0.05,0.08,0.43,0.46,0.66,0.24,0.01,-0.12,-0.17,0.13,-0.05,0.50,0.22,0.37,0.59,0.61,0.54,0.32,0.79,0.50,0.40,-0.03,0.00,0.69,0.53,0.76,0.92,0.16
PD169316_Custom Clinical,-0.12,-0.09,0.04,-0.02,0.00,-0.06,0.06,-0.06,-0.04,-0.04,0.00,0.03,-0.15,-0.19,-0.12,-0.09,-0.08,-0.10,0.02,-0.03,-0.05,-0.01,-0.09,-0.06,-0.08,-0.03,0.02,0.02,-0.14,-0.17,-0.06,0.00,0.00
DACARBAZINE_NCI_Onc_AOD,-0.04,-0.02,0.05,-0.02,-0.15,-0.04,0.03,-0.07,-0.03,0.03,-0.09,0.01,-0.18,-0.18,-0.06,0.02,-0.12,-0.07,-0.01,-0.05,0.05,0.03,0.09,-0.06,-0.05,-0.07,0.03,0.04,-0.13,-0.12,0.01,0.02,0.03
ALTRETAMINE_NCI_Onc_AOD,-0.08,-0.01,0.06,-0.06,-0.22,-0.02,0.04,-0.07,-0.02,0.01,-0.10,0.03,-0.13,-0.14,-0.08,-0.05,-0.12,-0.05,-0.04,-0.04,0.01,0.00,0.01,-0.05,-0.10,-0.10,0.05,-0.01,-0.05,-0.09,-0.01,0.01,0.05
AMINOLEVULINICACIDHYDROCHLORIDE_NCI_Onc_AOD,-0.06,-0.01,0.05,-0.07,-0.10,-0.01,0.00,-0.06,0.00,-0.02,-0.05,0.06,-0.12,-0.14,-0.07,-0.04,-0.10,-0.03,-0.02,0.00,0.01,-0.02,0.02,-0.04,-0.07,-0.04,0.07,0.01,-0.09,-0.09,-0.01,-0.01,0.03
VORINOSTAT_Custom Clinical,0.16,0.25,0.23,0.50,0.17,0.13,0.42,0.49,0.44,0.38,0.12,0.26,0.32,0.31,0.16,0.32,-0.07,-0.64,0.18,0.45,0.20,0.37,0.37,0.36,0.20,0.30,0.34,-0.02,-1.03,0.10,0.10,0.23,0.46
AZD7762_Custom Clinical,0.03,0.01,0.66,-0.17,0.07,0.03,0.37,0.38,0.42,0.21,0.18,0.54,-0.02,-0.16,0.36,0.31,-0.23,0.35,0.44,0.59,0.48,0.30,0.52,0.75,0.33,0.65,0.32,0.57,0.70,0.72,0.26,0.34,0.05
CHLORAMBUCIL_NCI_Onc_AOD,0.10,0.02,0.38,0.00,-0.09,-0.03,0.30,0.18,0.12,0.10,-0.02,0.17,0.14,0.15,0.08,0.19,-0.16,-0.02,0.25,0.20,0.12,0.03,0.15,0.02,0.08,0.01,0.20,0.26,0.11,0.05,0.05,0.08,0.11
MEGESTROLACETATE_NCI_Onc_AOD,-0.03,0.00,0.08,0.01,-0.18,-0.04,0.03,-0.04,0.00,0.03,-0.10,0.04,-0.12,-0.14,-0.05,0.02,-0.10,-0.07,-0.01,0.03,0.01,0.00,0.01,-0.04,-0.12,-0.09,0.04,0.02,-0.08,-0.05,-0.01,0.06,0.04
AZACITIDINE_NCI_Onc_AOD,0.30,0.20,0.57,0.25,0.09,0.07,0.43,0.47,0.19,0.19,0.05,0.27,0.36,0.16,0.27,0.55,0.11,0.02,0.28,0.68,0.34,0.34,0.22,0.50,0.54,0.35,0.22,0.62,0.74,0.58,0.37,0.46,0.21
RDEA119_Custom Clinical,0.09,0.22,0.51,0.35,0.15,0.06,0.24,0.43,0.51,0.46,0.02,0.25,0.34,-0.34,0.11,0.27,0.44,0.20,0.08,0.18,0.16,0.08,0.15,0.09,0.09,0.07,0.20,0.17,-0.12,0.12,0.13,0.14,0.21
CHIR99021_Custom Clinical,-0.11,-0.17,-0.03,-0.02,-0.35,-0.13,-0.09,-0.26,0.02,-0.02,-0.04,0.01,-0.31,-0.24,-0.16,-0.11,-0.09,-0.23,-0.15,-0.01,0.01,-0.09,-0.12,-0.14,-0.11,-0.03,-0.04,0.03,0.05,0.01,-0.10,0.06,-0.07
LY333531_Custom Clinical,0.27,0.34,0.36,0.68,0.25,0.29,0.29,0.28,0.33,0.26,0.29,0.38,0.26,0.16,0.32,0.03,0.23,0.27,0.37,0.57,0.35,0.30,0.30,0.41,0.34,0.26,0.36,0.24,0.08,0.16,0.31,0.31,0.37
NU1025_Custom Clinical,0.02,-0.03,0.07,0.15,-0.11,0.01,0.08,0.04,0.06,0.08,0.05,0.04,-0.04,-0.07,-0.01,0.02,0.02,-0.02,0.07,0.05,0.06,0.08,0.05,0.08,0.16,0.03,0.01,0.00,-0.13,-0.15,0.03,0.06,0.04
ROFECOXIB_Custom Clinical,-0.04,-0.02,0.08,0.06,-0.28,-0.04,0.07,-0.03,0.00,0.07,-0.09,0.00,-0.16,-0.13,-0.02,0.00,-0.11,-0.11,-0.04,-0.03,0.02,0.00,0.04,-0.04,-0.10,-0.04,0.01,0.04,-0.10,-0.12,0.02,0.04,0.06
TOZASERTIB_Custom Clinical,-0.05,-0.06,0.37,0.04,-0.29,-0.14,-0.03,0.02,0.01,0.10,-0.04,0.11,0.08,-0.03,0.03,0.07,-0.06,-0.05,-0.05,0.22,0.23,0.10,0.12,0.05,-0.13,-0.06,0.06,0.10,-0.22,-0.22,0.01,0.01,-0.01
BX795_Custom Clinical,-0.05,0.02,0.18,0.01,-0.41,-0.07,0.12,0.07,0.22,0.03,-0.03,0.05,-0.14,-0.13,0.05,0.09,-0.01,0.08,0.04,0.38,0.06,0.03,0.01,0.14,0.09,-0.04,-0.03,0.09,-0.03,0.28,0.02,0.08,-0.03
VX702_Custom Clinical,-0.08,-0.09,0.13,0.05,-0.35,-0.08,0.04,-0.01,-0.08,-0.01,-0.12,0.07,-0.26,-0.28,-0.15,-0.14,-0.07,-0.11,-0.10,0.05,0.01,-0.01,-0.03,-0.10,-0.31,-0.15,0.00,0.06,-0.17,-0.13,-0.09,-0.06,-0.05
TRIETHYLENEMELAMINE_NCI_Onc_AOD,-0.07,-0.04,0.06,0.02,-0.17,-0.04,0.01,-0.07,-0.02,0.26,-0.10,0.01,-0.12,-0.19,-0.08,-0.02,-0.13,0.11,-0.03,0.35,0.09,0.14,0.01,0.02,-0.12,-0.07,0.06,-0.02,-0.13,-0.16,0.04,0.11,0.03
IVACHTIN_Custom Clinical,-0.04,-0.08,0.00,0.05,-0.28,-0.04,0.03,-0.03,0.01,0.04,-0.01,0.00,-0.14,-0.15,-0.05,0.01,-0.03,-0.03,0.04,0.00,0.01,0.03,-0.01,0.04,0.01,-0.04,0.04,0.00,-0.15,-0.15,0.01,0.06,-0.03
SD208_Custom Clinical,-0.14,-0.07,0.01,-0.06,-0.15,-0.08,-0.08,-0.12,-0.02,-0.03,-0.03,-0.06,-0.18,-0.19,-0.11,-0.07,-0.05,-0.12,0.00,-0.03,-0.08,-0.04,-0.10,-0.03,-0.07,-0.05,0.04,-0.07,-0.18,-0.23,-0.09,-0.05,-0.02
ZM447439_Custom Clinical,-0.06,-0.07,0.18,-0.02,-0.25,-0.03,0.03,0.00,-0.07,0.00,-0.08,-0.01,-0.09,-0.18,-0.03,-0.02,0.03,0.05,-0.02,0.14,-0.02,-0.03,0.04,0.09,-0.12,-0.02,0.01,0.08,-0.11,-0.12,-0.01,-0.05,0.09
PROCARBAZINEHYDROCHLORIDE_NCI_Onc_AOD,0.02,0.00,0.08,0.07,-0.27,0.00,0.08,0.02,0.00,0.07,-0.06,0.03,-0.11,-0.11,-0.01,0.04,-0.05,-0.05,-0.02,0.04,0.06,0.05,0.06,0.00,-0.07,0.01,0.06,0.04,-0.07,-0.07,0.04,0.03,0.07
VINBLASTINESULFATE_NCI_Onc_AOD,0.30,0.30,0.90,0.61,0.05,-0.02,0.64,0.48,0.61,0.38,0.28,0.57,0.27,0.07,0.19,0.39,0.41,0.47,0.30,0.53,0.17,0.35,0.31,0.65,0.51,0.54,0.51,0.44,0.24,0.40,0.16,0.24,0.36
BUSULFAN_NCI_Onc_AOD,-0.05,-0.03,0.03,-0.05,-0.32,-0.01,0.03,-0.01,-0.04,0.03,-0.12,0.01,-0.16,-0.14,-0.05,0.00,-0.09,-0.08,-0.07,0.00,0.01,-0.01,0.02,0.05,-0.12,-0.04,0.03,0.01,-0.16,-0.17,-0.02,0.00,0.00
TRICIRIBINE_Custom Clinical,0.35,0.47,0.89,0.48,0.05,0.13,0.34,0.42,0.61,0.16,0.24,0.30,0.31,0.20,0.45,0.50,0.66,0.65,0.29,0.21,0.19,0.24,0.26,0.49,0.55,0.47,0.31,0.51,0.23,0.50,0.26,0.28,0.38
TGX221_Custom Clinical,0.02,-0.03,0.19,0.06,-0.24,0.20,0.18,0.29,0.01,0.03,-0.01,0.04,0.08,0.01,0.08,0.10,-0.02,0.07,0.04,0.26,0.07,-0.03,0.01,0.23,0.24,0.52,0.07,0.01,-0.23,0.01,0.27,0.13,0.21
PI103_Custom Clinical,0.19,0.05,0.23,0.12,-0.04,-0.05,0.26,0.24,0.12,0.12,-0.01,0.23,0.17,0.09,0.17,0.26,0.40,0.23,0.23,0.30,0.22,0.16,0.24,0.33,0.05,0.17,0.14,0.27,-0.21,0.08,0.20,0.17,0.29
CHK2INHIBITORII_Custom Clinical,0.02,0.02,0.18,0.04,-0.12,0.00,0.14,0.15,0.10,0.07,0.06,0.06,-0.09,-0.18,0.03,0.11,0.23,0.25,0.13,0.21,0.00,0.05,0.06,0.02,0.03,-0.01,0.02,0.08,0.08,0.20,0.03,0.09,0.05
NVPTAE684_Custom Clinical,0.32,0.03,0.38,0.42,0.35,0.07,0.49,0.28,0.49,0.50,0.30,0.50,0.52,0.45,0.51,0.54,0.39,0.29,0.29,0.59,0.50,0.58,0.50,0.39,0.27,0.24,0.33,0.45,0.56,0.65,0.14,0.15,0.33
AS252424_Custom Clinical,-0.13,-0.07,0.07,0.00,-0.21,-0.01,0.01,-0.10,-0.06,-0.01,-0.04,0.02,-0.11,-0.14,-0.11,-0.04,-0.07,0.11,-0.06,0.21,0.23,0.18,-0.08,0.08,0.02,0.01,0.02,-0.05,-0.13,-0.16,-0.10,-0.07,-0.03
METHOXSALEN_NCI_Onc_AOD,0.06,0.00,0.08,0.24,-0.21,-0.02,0.06,0.06,0.06,0.09,-0.02,0.04,-0.06,-0.06,0.01,0.03,-0.05,-0.07,0.03,0.02,0.09,0.11,0.09,0.05,-0.03,0.00,0.05,0.05,-0.13,-0.06,0.05,0.08,0.10
IMIQUIMOD_NCI_Onc_AOD,-0.03,-0.01,0.11,0.03,-0.31,-0.02,0.03,-0.02,-0.02,0.12,-0.07,0.02,-0.13,-0.11,0.02,0.06,-0.15,-0.10,-0.09,0.10,0.02,0.06,0.04,0.03,-0.13,-0.05,0.06,-0.01,-0.19,-0.11,-0.01,-0.01,0.04
MERCAPTOPURINE_NCI_Onc_AOD,-0.07,-0.01,0.05,-0.02,-0.30,0.01,-0.02,-0.02,-0.01,0.01,-0.08,0.04,-0.12,-0.11,-0.05,-0.01,-0.15,-0.08,-0.09,0.00,0.03,0.03,0.02,-0.02,-0.13,-0.01,0.04,0.03,-0.10,-0.09,-0.03,0.00,0.05
COMPOUND401_Custom Clinical,-0.09,0.04,0.08,0.00,-0.08,0.02,0.00,0.00,0.03,0.03,0.03,-0.07,-0.09,-0.11,-0.04,0.01,-0.08,-0.08,0.01,0.03,-0.06,-0.02,-0.04,0.04,0.02,0.01,-0.01,0.00,-0.09,-0.10,-0.02,-0.03,-0.01
DNAPKINHIBITORV_Custom Clinical,-0.10,-0.06,0.07,-0.02,-0.26,-0.01,-0.04,0.00,-0.01,0.00,-0.03,-0.05,-0.09,-0.14,-0.03,-0.01,-0.02,-0.19,0.01,0.16,0.06,0.00,-0.04,0.10,0.00,0.04,-0.01,-0.02,-0.18,-0.05,-0.01,-0.02,0.00
COMPOUNDC_Custom Clinical,-0.06,-0.10,-0.01,-0.08,-0.39,-0.04,-0.04,0.00,-0.05,0.00,-0.15,-0.06,-0.16,-0.19,-0.07,0.03,-0.10,-0.11,-0.11,0.02,-0.01,-0.05,-0.02,-0.08,-0.15,-0.16,-0.03,-0.01,-0.09,0.04,-0.06,-0.04,-0.09
IFOSFAMIDE_NCI_Onc_AOD,-0.05,-0.01,0.04,-0.04,-0.34,-0.04,0.02,-0.04,-0.02,0.04,-0.09,0.02,-0.14,-0.15,-0.03,0.01,-0.18,-0.06,-0.09,-0.03,0.03,-0.01,0.01,-0.04,-0.09,-0.06,0.03,0.02,-0.10,-0.12,-0.02,0.03,0.08
CAPECITABINE_NCI_Onc_AOD,-0.07,-0.04,0.01,-0.01,-0.32,-0.01,-0.01,-0.03,-0.02,0.04,-0.07,0.02,-0.13,-0.14,-0.05,-0.02,-0.11,-0.05,-0.09,-0.02,0.02,0.01,-0.01,0.00,-0.05,-0.02,0.02,0.02,-0.11,-0.17,-0.02,-0.04,0.10
FLUOROURACIL_NCI_Onc_AOD,-0.04,0.03,0.00,0.02,-0.27,0.01,0.04,0.06,0.03,0.05,-0.08,0.08,-0.04,-0.09,-0.07,0.01,-0.10,-0.06,-0.07,0.09,0.08,0.08,0.07,0.05,-0.09,-0.06,0.06,0.03,0.00,-0.08,-0.02,0.01,0.05
METHOTREXATE_NCI_Onc_AOD,-0.07,-0.03,0.05,-0.02,-0.20,0.03,0.04,0.00,-0.03,0.01,-0.05,0.04,-0.08,-0.09,-0.03,-0.02,-0.10,0.04,-0.08,0.02,0.00,0.01,0.01,0.03,-0.09,-0.03,0.05,0.02,-0.01,-0.13,-0.02,0.00,0.03
AS604850_Custom Clinical,-0.01,-0.01,0.07,0.07,-0.36,-0.01,0.04,0.03,0.03,0.05,-0.08,-0.05,-0.13,-0.12,-0.06,-0.03,-0.14,-0.04,-0.05,0.06,0.03,0.04,0.04,-0.03,-0.10,-0.16,-0.02,-0.02,-0.11,-0.08,0.05,-0.02,-0.02
PP121_Custom Clinical,0.25,0.40,0.32,0.14,0.20,0.27,0.45,0.40,0.42,0.43,0.28,0.44,0.36,0.33,0.39,0.44,0.54,0.45,0.46,0.62,0.42,0.45,0.41,0.61,0.56,0.53,0.51,0.28,0.25,0.49,0.30,0.21,0.54
R59022_Custom Clinical,-0.09,-0.02,0.12,-0.03,-0.10,-0.01,-0.03,-0.03,0.01,0.02,0.00,-0.04,-0.12,-0.18,-0.05,-0.01,0.01,-0.02,0.01,0.22,-0.05,0.00,-0.08,0.11,-0.03,-0.03,0.02,-0.04,-0.06,0.03,-0.03,-0.03,-0.03
GDC0941_Custom Clinical,0.08,0.10,0.37,0.18,0.11,0.08,0.12,0.13,0.19,0.18,0.03,0.04,0.15,0.02,0.10,0.17,0.41,0.49,0.03,0.37,0.28,0.30,0.08,0.20,0.11,0.27,0.14,0.12,-0.10,0.11,0.24,0.18,0.21
SP600125_Custom Clinical,-0.12,-0.01,0.06,-0.10,-0.26,0.03,-0.07,-0.03,-0.01,-0.01,-0.01,-0.03,-0.07,-0.16,-0.07,-0.04,-0.09,0.06,-0.02,-0.01,-0.05,-0.01,-0.08,0.05,-0.03,-0.03,0.01,-0.02,-0.19,-0.13,-0.01,-0.02,-0.05
PLICAMYCIN_NCI_Onc_AOD,0.71,0.80,0.81,0.80,0.94,0.44,0.73,0.74,0.60,0.73,0.31,0.53,0.76,0.84,0.55,0.78,0.81,0.52,0.81,0.88,0.79,0.90,0.82,0.81,0.68,0.70,0.75,0.88,0.70,0.74,0.66,0.74,0.79
HYDROXYUREA_NCI_Onc_AOD,-0.04,-0.03,0.03,0.03,-0.19,0.01,-0.01,0.00,-0.03,0.06,-0.06,-0.04,0.03,-0.07,-0.02,0.03,-0.17,0.02,-0.12,0.02,-0.01,-0.04,-0.02,-0.02,-0.11,-0.06,0.01,-0.01,-0.05,-0.03,-0.01,-0.06,0.01
DEXRAZOXANE_NCI_Onc_AOD,-0.02,-0.02,0.01,-0.05,-0.14,0.03,-0.02,0.04,-0.02,0.04,-0.08,-0.06,0.01,-0.04,0.00,0.03,-0.09,0.05,-0.02,0.05,-0.02,-0.03,0.01,0.01,-0.12,-0.06,0.03,0.00,0.00,-0.01,0.03,0.00,-0.05
JNKINHIBITORX_Custom Clinical,0.26,0.19,0.36,0.30,0.03,0.22,0.30,0.23,0.33,0.32,0.33,0.22,0.29,0.27,0.26,0.29,0.12,0.28,0.27,0.54,0.12,0.25,0.18,0.46,0.35,0.32,0.31,0.32,0.32,0.24,0.29,0.26,0.21
NSC23766_Custom Clinical,-0.12,-0.03,-0.02,-0.05,-0.21,0.00,-0.11,-0.06,-0.04,0.00,-0.02,-0.01,-0.06,-0.15,-0.04,-0.03,-0.08,-0.05,-0.01,-0.01,-0.11,-0.06,-0.08,0.02,-0.02,-0.05,-0.01,-0.01,-0.15,-0.14,-0.02,-0.05,-0.06
SB218078_Custom Clinical,-0.10,0.00,0.04,0.00,-0.19,0.02,-0.13,-0.07,-0.04,0.05,0.00,0.05,0.02,-0.06,-0.01,0.02,-0.21,-0.08,0.02,0.13,0.04,0.04,-0.02,0.11,0.07,0.02,0.06,-0.03,-0.24,-0.07,0.00,0.05,0.03
A769662_Custom Clinical,-0.05,0.01,0.08,0.02,-0.26,0.03,0.04,0.00,-0.02,0.00,-0.04,0.01,-0.04,-0.03,-0.02,0.02,-0.08,0.02,-0.05,-0.04,-0.02,0.01,0.03,0.00,-0.05,0.02,0.01,0.01,-0.05,-0.10,0.02,-0.03,0.04
MITOMYCIN_NCI_Onc_AOD,0.08,-0.03,0.03,0.18,-0.14,0.02,0.08,0.09,0.02,0.04,-0.01,-0.04,0.02,-0.01,0.08,0.09,0.00,0.01,0.06,0.07,0.09,0.06,0.10,0.03,0.00,-0.03,0.00,0.04,-0.04,0.03,0.01,0.06,0.05
